timestamp;rms;peak_to_peak;std;mean;max;label
14:11:39.970;0.13548;0.4212;0.07261;0.12487;0.33547;0
14:11:40.070;0.09724;0.30333;0.04775;0.0878;0.23947;0
14:11:40.170;0.14062;0.4066;0.07101;0.12059;0.32389;0
14:11:40.270;0.10888;0.30801;0.04582;0.11228;0.26629;0
14:11:40.370;0.12866;0.41438;0.05043;0.1132;0.32039;0
14:11:40.470;0.19324;0.68897;0.1053;0.18371;0.52819;0
14:11:40.570;0.14507;0.44037;0.0516;0.15069;0.37088;0
14:11:40.670;0.07503;0.26999;0.03711;0.07011;0.2051;0
14:11:40.770;0.13247;0.41983;0.05123;0.12568;0.33559;0
14:11:40.870;0.10298;0.31857;0.04462;0.08805;0.24734;0
14:11:40.970;0.11002;0.3407;0.04049;0.10868;0.27902;0
14:11:41.070;0.12084;0.37666;0.05823;0.10887;0.2972;0
14:11:41.170;0.0972;0.29243;0.04598;0.09759;0.24381;0
14:11:41.270;0.12639;0.38508;0.06028;0.11357;0.30611;0
14:11:41.370;0.12292;0.39724;0.05051;0.107;0.30562;0
14:11:41.470;0.12385;0.43284;0.06122;0.10539;0.32181;0
14:11:41.570;0.11024;0.37592;0.05393;0.11464;0.3026;0
14:11:41.670;0.1618;0.49691;0.07267;0.16025;0.40871;0
14:11:41.770;0.12149;0.42092;0.04378;0.10468;0.31514;0
14:11:41.870;0.13922;0.41956;0.06986;0.13722;0.347;0
14:11:41.970;0.11557;0.39781;0.05309;0.10939;0.3083;0
14:11:42.070;0.1394;0.4693;0.0685;0.14606;0.38072;0
14:11:42.170;0.08679;0.26934;0.03771;0.07941;0.21408;0
14:11:42.270;0.1395;0.42645;0.05863;0.126;0.33923;0
14:11:42.370;0.09273;0.33081;0.04332;0.08584;0.25124;0
14:11:42.470;0.16281;0.51204;0.0798;0.15179;0.40782;0
14:11:42.570;0.12118;0.40008;0.06543;0.11815;0.31819;0
14:11:42.670;0.09678;0.34537;0.04102;0.09329;0.26598;0
14:11:42.770;0.10965;0.31511;0.04706;0.09892;0.25648;0
14:11:42.870;0.1303;0.41178;0.06016;0.11456;0.32045;0
14:11:42.970;0.13815;0.47866;0.0703;0.12568;0.36501;0
14:11:43.070;0.11703;0.4018;0.05001;0.10151;0.30241;0
14:11:43.170;0.1182;0.3926;0.0562;0.121;0.3173;0
14:11:43.270;0.09902;0.31029;0.05138;0.09107;0.24621;0
14:11:43.370;0.11892;0.35679;0.05186;0.12225;0.30065;0
14:11:43.470;0.09671;0.33965;0.03846;0.09615;0.26598;0
14:11:43.570;0.13758;0.42545;0.04945;0.13102;0.34374;0
14:11:43.670;0.13346;0.40198;0.05348;0.13419;0.33518;0
14:11:43.770;0.11915;0.37166;0.06469;0.10742;0.29325;0
14:11:43.870;0.13883;0.43822;0.07392;0.14549;0.36461;0
14:11:43.970;0.10193;0.2905;0.05336;0.08788;0.23313;0
14:11:44.070;0.09326;0.30632;0.04731;0.09034;0.2435;0
14:11:44.170;0.14993;0.48504;0.06477;0.14106;0.38358;0
14:11:44.270;0.0749;0.24092;0.03944;0.07136;0.19182;0
14:11:44.370;0.13379;0.39099;0.07216;0.12076;0.31626;0
14:11:44.470;0.09995;0.30843;0.0464;0.09375;0.24796;0
14:11:44.570;0.12458;0.44169;0.046;0.12322;0.34407;0
14:11:44.670;0.10193;0.34126;0.05518;0.09727;0.2679;0
14:11:44.770;0.09449;0.26786;0.05109;0.08324;0.21717;0
14:11:44.870;0.13545;0.44537;0.06916;0.12037;0.34305;0
14:11:44.970;0.11141;0.33156;0.04877;0.11114;0.27692;0
14:11:45.070;0.11023;0.34703;0.059;0.10236;0.27588;0
14:11:45.170;0.09739;0.32066;0.05274;0.08962;0.24995;0
14:11:45.270;0.07571;0.24484;0.0406;0.07372;0.19615;0
14:11:45.370;0.09299;0.26934;0.05041;0.0796;0.21427;0
14:11:45.470;0.12129;0.41212;0.05225;0.10694;0.313;0
14:11:45.570;0.12112;0.4284;0.05116;0.12041;0.33461;0
14:11:45.670;0.11827;0.35867;0.04741;0.11626;0.29559;0
14:11:45.770;0.12271;0.36374;0.05344;0.10824;0.29012;0
14:11:45.870;0.13644;0.41271;0.05044;0.13475;0.34111;0
14:11:45.970;0.10951;0.36533;0.0412;0.09766;0.28032;0
14:11:46.070;0.14396;0.45255;0.05873;0.14188;0.36815;0
14:11:46.170;0.09312;0.32195;0.04186;0.08985;0.25082;0
14:11:46.270;0.14752;0.50912;0.08056;0.12823;0.38279;0
14:11:46.370;0.13867;0.40204;0.05969;0.12645;0.32747;0
14:11:46.470;0.13429;0.44996;0.04853;0.13247;0.35745;0
14:11:46.570;0.052;0.15739;0.01851;0.04828;0.12698;0
14:11:46.670;0.1436;0.50362;0.05651;0.14506;0.39687;0
14:11:46.770;0.10015;0.30772;0.05374;0.09982;0.25368;0
14:11:46.870;0.14713;0.44719;0.0558;0.13979;0.36339;0
14:11:46.970;0.11829;0.34548;0.05722;0.11051;0.28324;0
14:11:47.070;0.15207;0.50429;0.08069;0.1348;0.38695;0
14:11:47.170;0.18605;0.61545;0.0797;0.18515;0.49287;0
14:11:47.270;0.14771;0.4387;0.07781;0.1459;0.36525;0
14:11:47.370;0.13584;0.40765;0.06211;0.1373;0.34113;0
14:11:47.470;0.09881;0.34261;0.04193;0.10271;0.27402;0
14:11:47.570;0.09657;0.27877;0.03604;0.09017;0.22956;0
14:11:47.670;0.12088;0.39557;0.04307;0.10472;0.30251;0
14:11:47.770;0.11017;0.38416;0.04506;0.10573;0.29781;0
14:11:47.870;0.1043;0.37287;0.04047;0.0944;0.28083;0
14:11:47.970;0.15574;0.45785;0.0703;0.14264;0.37156;0
14:11:48.070;0.18445;0.63664;0.08271;0.16015;0.47847;0
14:11:48.170;0.1177;0.41447;0.04798;0.10225;0.30949;0
14:11:48.270;0.13562;0.46123;0.05929;0.11783;0.34844;0
14:11:48.370;0.13602;0.39317;0.04847;0.11712;0.3137;0
14:11:48.470;0.13679;0.46466;0.05871;0.14287;0.3752;0
14:11:48.570;0.12534;0.45052;0.05026;0.11103;0.33629;0
14:11:48.670;0.08369;0.25846;0.04041;0.08019;0.20942;0
14:11:48.770;0.1054;0.29727;0.04261;0.09331;0.24195;0
14:11:48.870;0.12355;0.43588;0.05474;0.12635;0.34429;0
14:11:48.970;0.05504;0.16542;0.02819;0.05354;0.13625;0
14:11:49.070;0.08366;0.26059;0.03829;0.08349;0.21378;0
14:11:49.170;0.16118;0.57333;0.06953;0.15885;0.44551;0
14:11:49.270;0.05819;0.18575;0.02043;0.05561;0.14849;0
14:11:49.370;0.13029;0.40474;0.05494;0.11585;0.31822;0
14:11:49.470;0.12569;0.44786;0.05707;0.10812;0.33205;0
14:11:49.570;0.15228;0.53461;0.05884;0.15148;0.41879;0
14:11:49.670;0.10061;0.30272;0.04014;0.08927;0.24063;0
14:11:49.770;0.14835;0.42429;0.05464;0.13995;0.3521;0
14:11:49.870;0.098;0.34554;0.03946;0.09438;0.26715;0
14:11:49.970;0.08818;0.301;0.03147;0.08962;0.24011;0
14:11:50.070;0.07348;0.24883;0.03254;0.06834;0.19275;0
14:11:50.170;0.09105;0.28166;0.0424;0.09414;0.23497;0
14:11:50.270;0.14334;0.40418;0.05514;0.14616;0.34825;0
14:11:50.370;0.13941;0.48267;0.06833;0.13037;0.37171;0
14:11:50.470;0.10998;0.37586;0.05568;0.09409;0.28202;0
14:11:50.570;0.1555;0.53203;0.06374;0.13247;0.39848;0
14:11:50.670;0.10301;0.31473;0.0493;0.10551;0.26287;0
14:11:50.770;0.10998;0.34503;0.05937;0.09383;0.26634;0
14:11:50.870;0.08974;0.27542;0.04075;0.07756;0.21527;0
14:11:50.970;0.12609;0.40573;0.05445;0.11046;0.31333;0
14:11:51.070;0.09155;0.29038;0.03996;0.09199;0.23718;0
14:11:51.170;0.12141;0.35087;0.05662;0.11622;0.29165;0
14:11:51.270;0.11143;0.38411;0.05104;0.10868;0.30073;0
14:11:51.370;0.1264;0.36953;0.06468;0.11149;0.29625;0
14:11:51.470;0.08967;0.26527;0.03275;0.0868;0.21943;0
14:11:51.570;0.11533;0.37483;0.05287;0.10668;0.29409;0
14:11:51.670;0.14465;0.4462;0.06585;0.12475;0.34785;0
14:11:51.770;0.14006;0.43516;0.07133;0.13976;0.35734;0
14:11:51.870;0.12193;0.34686;0.04692;0.11092;0.28436;0
14:11:51.970;0.14944;0.47405;0.0552;0.14922;0.38625;0
14:11:52.070;0.06977;0.22015;0.03617;0.07178;0.18186;0
14:11:52.170;0.09597;0.29734;0.03769;0.08741;0.23608;0
14:11:52.270;0.11511;0.40635;0.05626;0.11721;0.32038;0
14:11:52.370;0.1273;0.4572;0.04829;0.114;0.3426;0
14:11:52.470;0.14721;0.4504;0.05649;0.13072;0.35593;0
14:11:52.570;0.13414;0.42132;0.04793;0.12745;0.33811;0
14:11:52.670;0.10103;0.30724;0.04267;0.10045;0.25407;0
14:11:52.770;0.11752;0.37051;0.0499;0.10382;0.28908;0
14:11:52.870;0.07416;0.21442;0.02618;0.07452;0.18173;0
14:11:52.970;0.11166;0.36232;0.04925;0.10872;0.28989;0
14:11:53.070;0.15777;0.56449;0.08258;0.14871;0.43096;0
14:11:53.170;0.13047;0.40398;0.06755;0.11814;0.32013;0
14:11:53.270;0.13904;0.46652;0.07306;0.12704;0.3603;0
14:11:53.370;0.11549;0.33081;0.05148;0.11313;0.27853;0
14:11:53.470;0.10145;0.35511;0.04186;0.10573;0.28328;0
14:11:53.570;0.11562;0.3758;0.05477;0.1089;0.2968;0
14:11:53.670;0.0836;0.29045;0.03676;0.07116;0.21639;0
14:11:53.770;0.11856;0.41154;0.0514;0.10139;0.30716;0
14:11:53.870;0.09886;0.28661;0.05298;0.09257;0.23588;0
14:11:53.970;0.11779;0.37738;0.04212;0.11091;0.2996;0
14:11:54.070;0.11925;0.36818;0.05257;0.10854;0.29262;0
14:11:54.170;0.15761;0.53641;0.05752;0.14933;0.41753;0
14:11:54.270;0.12932;0.39288;0.04621;0.11649;0.31293;0
14:11:54.370;0.13654;0.41134;0.05985;0.14037;0.34604;0
14:11:54.470;0.14026;0.43096;0.05326;0.13325;0.34873;0
14:11:54.570;0.10004;0.31044;0.05049;0.08561;0.24083;0
14:11:54.670;0.12617;0.37215;0.05661;0.10965;0.29572;0
14:11:54.770;0.1396;0.46196;0.06031;0.12502;0.356;0
14:11:54.870;0.1459;0.41776;0.07413;0.13683;0.34571;0
14:11:54.970;0.14671;0.45208;0.06708;0.14549;0.37154;0
14:11:55.070;0.09137;0.31273;0.04477;0.08884;0.2452;0
14:11:55.170;0.09998;0.35173;0.0462;0.09695;0.27282;0
14:11:55.270;0.08242;0.24632;0.04382;0.07979;0.20295;0
14:11:55.370;0.14848;0.47976;0.07192;0.14599;0.38587;0
14:11:55.470;0.12106;0.3541;0.04858;0.10544;0.28249;0
14:11:55.570;0.11784;0.3778;0.05657;0.11761;0.30651;0
14:11:55.670;0.1785;0.56809;0.074;0.18431;0.46835;0
14:11:55.770;0.11143;0.39756;0.04444;0.09607;0.29485;0
14:11:55.870;0.13072;0.46128;0.06255;0.11971;0.35035;0
14:11:55.970;0.16662;0.54131;0.0666;0.15662;0.42728;0
14:11:56.070;0.09528;0.28011;0.04425;0.08667;0.22673;0
14:11:56.170;0.11939;0.40877;0.06339;0.1071;0.31148;0
14:11:56.270;0.12167;0.40473;0.04542;0.10643;0.3088;0
14:11:56.370;0.08131;0.26858;0.03105;0.07308;0.20737;0
14:11:56.470;0.14474;0.46134;0.07094;0.12787;0.35854;0
14:11:56.570;0.16436;0.55055;0.06031;0.15478;0.43006;0
